,pH,sulphates,alcohol,quality,pH_cat,alcohol_cat,alcohol_kmeans,sulphates_cat
1023,3.27,0.55,12.3,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1024,3.32,0.56,10.5,7,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1025,3.33,0.6,10.4,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1026,3.41,0.56,12.6,6,"(3.394, 3.572]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1027,3.49,0.52,11.6,5,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1028,3.37,0.54,10.1,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1029,3.32,0.56,10.5,7,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1030,3.42,0.55,11.5,7,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1031,3.35,0.58,11.0,7,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1032,3.36,0.53,9.6,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1033,3.3,0.59,10.4,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1034,3.2,0.47,9.7,6,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1035,3.17,0.65,10.6,7,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1036,3.22,0.59,12.5,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1037,3.35,0.56,9.2,5,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.535, 0.638]"
1038,3.24,0.77,12.6,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.74, 0.842]"
1039,3.33,0.83,11.1,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1040,3.58,0.67,10.2,5,"(3.572, 3.75]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1041,3.38,0.64,9.8,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1042,3.33,0.83,11.1,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1043,3.29,0.81,10.9,7,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1044,3.36,0.62,12.2,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1045,3.32,0.58,11.4,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1046,3.31,0.62,10.7,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1047,3.49,0.64,10.4,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1048,3.27,0.78,10.9,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1049,3.27,0.77,10.8,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1050,3.49,0.64,10.4,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1052,3.56,0.55,12.9,5,"(3.394, 3.572]","(12.857, 13.6]",6.0,"(0.535, 0.638]"
1053,3.38,0.77,12.7,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.74, 0.842]"
1054,3.13,0.62,9.1,6,"(3.038, 3.216]","(8.4, 9.143]",0.0,"(0.535, 0.638]"
1055,3.13,0.62,9.1,6,"(3.038, 3.216]","(8.4, 9.143]",0.0,"(0.535, 0.638]"
1056,3.21,0.59,12.1,7,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1057,3.15,0.57,9.1,5,"(3.038, 3.216]","(8.4, 9.143]",0.0,"(0.535, 0.638]"
1058,3.19,0.76,11.6,7,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1059,3.21,0.59,12.1,7,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1060,3.14,0.7,9.9,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1061,3.21,0.69,12.5,8,"(3.038, 3.216]","(12.114, 12.857]",5.0,"(0.638, 0.74]"
1062,3.3,0.64,11.4,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1063,3.22,0.63,11.8,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1064,3.28,0.57,11.8,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1065,3.29,0.6,10.2,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1066,3.4,0.72,12.5,7,"(3.394, 3.572]","(12.114, 12.857]",5.0,"(0.638, 0.74]"
1067,3.02,0.83,10.9,7,"(2.86, 3.038]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1068,3.02,0.83,10.9,7,"(2.86, 3.038]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1069,3.31,0.62,10.8,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1070,3.18,0.89,11.1,7,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
1071,3.2,0.58,9.2,5,"(3.038, 3.216]","(9.143, 9.886]",0.0,"(0.535, 0.638]"
1072,3.4,0.58,9.5,6,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1073,3.31,0.58,10.7,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1074,3.2,0.58,9.2,5,"(3.038, 3.216]","(9.143, 9.886]",0.0,"(0.535, 0.638]"
1075,3.44,0.86,10.2,7,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.842, 0.945]"
1076,3.15,0.73,11.4,6,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1077,3.27,0.58,11.0,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1078,3.27,0.58,11.0,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1079,3.01,0.51,12.3,7,"(2.86, 3.038]","(12.114, 12.857]",5.0,"(0.432, 0.535]"
1080,3.16,0.51,11.8,6,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1081,3.01,0.51,12.3,7,"(2.86, 3.038]","(12.114, 12.857]",5.0,"(0.432, 0.535]"
1082,3.42,0.59,9.5,6,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1083,3.33,0.77,12.0,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1084,3.42,0.59,9.5,6,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1085,3.12,0.49,9.6,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1086,3.38,0.66,11.6,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1087,3.29,0.69,11.2,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1088,3.02,0.76,9.9,7,"(2.86, 3.038]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
1089,3.02,0.76,9.9,7,"(2.86, 3.038]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
1090,2.98,0.63,11.8,8,"(2.86, 3.038]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1091,3.35,0.6,11.4,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1092,3.43,0.59,11.5,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1093,3.33,0.86,12.0,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.842, 0.945]"
1094,3.35,0.49,10.8,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
1095,3.15,0.5,10.5,5,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1096,3.35,0.49,10.8,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
1097,3.2,0.52,9.4,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1098,3.15,0.81,12.5,7,"(3.038, 3.216]","(12.114, 12.857]",5.0,"(0.74, 0.842]"
1099,3.2,0.52,9.4,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1100,3.11,0.78,12.4,6,"(3.038, 3.216]","(12.114, 12.857]",5.0,"(0.74, 0.842]"
1101,3.35,0.63,12.0,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1102,3.45,0.54,11.2,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1103,3.35,0.63,12.0,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1104,3.28,0.66,12.4,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.638, 0.74]"
1105,3.41,0.6,12.8,5,"(3.394, 3.572]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1106,3.21,0.54,12.3,6,"(3.038, 3.216]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1107,3.27,0.85,11.7,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.842, 0.945]"
1108,3.36,0.49,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1109,3.17,0.76,10.8,6,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1110,3.25,0.64,10.0,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1112,3.29,0.71,11.0,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1113,3.12,0.59,9.5,6,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1114,3.49,0.66,13.6,6,"(3.394, 3.572]","(12.857, 13.6]",6.0,"(0.638, 0.74]"
1115,3.38,0.6,11.3,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1116,3.38,0.6,11.3,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1117,3.38,0.6,11.3,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1118,3.3,0.53,13.3,6,"(3.216, 3.394]","(12.857, 13.6]",6.0,"(0.432, 0.535]"
1119,3.52,0.58,12.9,5,"(3.394, 3.572]","(12.857, 13.6]",6.0,"(0.535, 0.638]"
1120,3.2,0.72,13.1,8,"(3.038, 3.216]","(12.857, 13.6]",6.0,"(0.638, 0.74]"
1121,3.44,0.55,12.3,6,"(3.394, 3.572]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1122,3.45,0.48,12.3,6,"(3.394, 3.572]","(12.114, 12.857]",5.0,"(0.432, 0.535]"
1123,3.12,0.65,11.2,6,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1124,3.62,0.62,11.5,4,"(3.572, 3.75]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1125,3.14,0.59,11.3,7,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1126,3.39,0.54,13.5,6,"(3.216, 3.394]","(12.857, 13.6]",6.0,"(0.535, 0.638]"
1127,3.51,0.6,11.5,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1128,3.22,0.68,10.0,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1129,3.21,0.69,10.5,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1130,3.18,0.63,10.4,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1131,3.32,0.44,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1132,3.38,0.88,13.6,7,"(3.216, 3.394]","(12.857, 13.6]",6.0,"(0.842, 0.945]"
1133,3.37,0.68,11.2,7,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1134,3.3,0.74,11.8,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1135,3.38,0.6,11.9,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1136,3.22,0.76,11.4,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1137,3.22,0.76,11.4,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1138,3.14,0.58,9.1,5,"(3.038, 3.216]","(8.4, 9.143]",0.0,"(0.535, 0.638]"
1139,3.34,0.64,9.5,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1140,3.41,0.65,9.5,6,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1141,3.27,0.85,11.0,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
1142,3.3,0.65,11.4,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1143,3.61,0.82,10.0,6,"(3.572, 3.75]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
1144,3.43,0.62,10.1,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1145,3.53,0.81,10.4,6,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
1146,3.28,0.87,9.8,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.842, 0.945]"
1147,3.21,0.49,11.8,7,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1148,3.39,0.66,11.6,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1149,3.23,0.52,12.0,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1150,3.3,0.76,12.8,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.74, 0.842]"
1151,3.46,0.65,12.5,6,"(3.394, 3.572]","(12.114, 12.857]",5.0,"(0.638, 0.74]"
1152,3.15,0.53,9.8,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1153,3.23,0.66,11.1,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1154,3.59,0.68,11.4,6,"(3.572, 3.75]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1155,3.15,0.53,9.8,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1156,3.33,0.76,11.8,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1157,3.46,0.87,12.9,7,"(3.394, 3.572]","(12.857, 13.6]",6.0,"(0.842, 0.945]"
1159,3.16,0.67,10.8,5,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1160,3.14,0.72,11.1,7,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1161,3.21,0.75,10.2,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
1162,3.14,0.71,11.8,7,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1163,3.29,0.67,10.0,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1164,3.29,0.67,10.0,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1165,3.01,1.1,9.4,5,"(2.86, 3.038]","(9.143, 9.886]",1.0,"(1.047, 1.15]"
1166,2.94,0.98,10.2,5,"(2.86, 3.038]","(9.886, 10.629]",2.0,"(0.945, 1.047]"
1167,3.32,0.88,12.4,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.842, 0.945]"
1168,3.21,0.56,12.0,6,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1169,3.32,0.62,11.5,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1170,3.2,0.67,10.5,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1171,3.42,0.68,10.8,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1172,3.27,0.74,12.3,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.638, 0.74]"
1173,3.46,0.62,9.5,6,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1174,3.46,0.62,9.5,6,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1175,3.61,0.7,11.5,6,"(3.572, 3.75]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1176,3.58,0.5,11.2,4,"(3.572, 3.75]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
1177,3.35,0.66,12.7,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.638, 0.74]"
1178,3.68,0.73,11.4,5,"(3.572, 3.75]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1179,3.27,0.81,11.0,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1180,3.27,0.81,11.0,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1181,3.19,0.46,11.4,5,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1182,3.38,0.86,10.5,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.842, 0.945]"
1183,3.29,0.6,9.3,5,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.535, 0.638]"
1184,3.36,0.7,10.9,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1185,3.33,0.46,11.9,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1186,3.52,0.5,12.2,5,"(3.394, 3.572]","(12.114, 12.857]",5.0,"(0.432, 0.535]"
1187,3.33,0.46,11.9,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1188,3.36,0.7,10.9,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1189,3.3,0.44,9.6,4,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1190,3.28,0.57,12.5,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1191,3.56,0.51,10.8,5,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
1192,3.52,0.8,12.4,7,"(3.394, 3.572]","(12.114, 12.857]",5.0,"(0.74, 0.842]"
1193,3.56,0.51,10.8,5,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
1194,3.22,0.59,9.5,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1195,3.52,0.6,9.5,6,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1196,3.21,0.58,9.5,6,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1197,3.16,0.54,9.8,6,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1198,3.15,0.79,10.9,6,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1199,3.21,0.58,9.5,6,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1200,3.16,0.54,9.8,6,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1201,3.27,0.54,11.2,7,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1202,3.35,0.69,11.7,8,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1203,3.14,0.55,9.4,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1204,3.4,0.85,11.0,7,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
1205,3.4,0.85,11.0,7,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
1206,3.4,0.85,11.0,7,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
1207,3.35,0.94,10.0,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.842, 0.945]"
1208,3.4,0.85,11.0,7,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
1209,3.45,0.87,11.2,7,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
1210,3.35,0.62,10.4,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1211,3.32,0.62,9.3,5,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.535, 0.638]"
1212,3.35,0.62,10.4,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1213,3.15,0.75,10.5,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
1214,3.1,0.48,10.4,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1215,3.26,0.56,11.3,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1216,3.29,0.69,9.5,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1217,3.23,0.81,12.0,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1218,3.24,0.69,10.6,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1219,3.2,0.83,10.9,6,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1220,3.28,0.77,11.5,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1221,3.28,0.77,11.5,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1222,3.26,0.46,9.6,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1223,3.23,0.76,12.0,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1224,3.07,0.82,10.3,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
1225,3.15,0.51,9.4,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1226,3.02,0.47,9.2,5,"(2.86, 3.038]","(9.143, 9.886]",0.0,"(0.432, 0.535]"
1227,3.27,0.72,9.6,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1228,3.68,0.73,13.6,7,"(3.572, 3.75]","(12.857, 13.6]",6.0,"(0.638, 0.74]"
1229,3.4,0.64,9.5,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1230,3.37,0.78,11.8,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1231,3.38,0.62,10.8,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1232,3.4,0.64,9.5,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1233,3.23,0.49,9.3,4,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.432, 0.535]"
1234,3.39,0.4,12.8,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.33, 0.432]"
1235,3.3,0.56,11.5,4,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1236,3.26,0.64,9.4,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
1237,3.39,0.4,12.8,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.33, 0.432]"
1238,3.38,0.46,9.6,4,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1239,3.45,0.56,11.8,4,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
1240,3.1,0.4,9.3,5,"(3.038, 3.216]","(9.143, 9.886]",0.0,"(0.33, 0.432]"
1241,3.16,0.59,9.8,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1242,3.22,0.6,12.2,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1243,3.37,0.62,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1244,3.33,0.54,10.3,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1245,3.49,0.68,10.5,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1246,3.12,0.48,10.0,5,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1247,3.49,0.68,10.5,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
1248,3.41,0.75,11.1,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
1249,3.4,0.61,10.9,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1250,3.4,0.61,10.9,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1251,3.28,0.59,9.8,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1252,3.45,0.58,9.8,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1253,3.43,0.58,9.5,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1254,3.4,0.69,10.9,5,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1255,3.47,0.45,11.0,5,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
1256,3.1,0.42,9.2,5,"(3.038, 3.216]","(9.143, 9.886]",0.0,"(0.33, 0.432]"
1257,3.32,0.7,11.0,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1258,3.44,0.63,11.3,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1259,3.44,0.63,11.3,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1260,3.02,1.15,9.3,5,"(2.86, 3.038]","(9.143, 9.886]",0.0,"(1.047, 1.15]"
1261,3.59,0.55,11.2,4,"(3.572, 3.75]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1262,3.15,0.58,9.8,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1263,3.37,0.46,9.6,4,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
1264,3.38,0.72,11.8,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1265,3.38,0.6,10.3,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1266,3.38,0.6,10.3,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1267,3.1,0.87,11.4,6,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.842, 0.945]"
1268,3.47,0.55,9.5,6,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
1271,3.38,0.57,11.7,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
